DateTime,KTF1_Current,KTF1_Power,KTF1_Temp,KTF1_Voltage,KTF1_VSDSpeed(%),KTF1_VSDSpeedHz,KTF1_Run_Status,KTF1_Fault_Status,KTF2_Current,KTF2_Power,KTF2_Temp,KTF2_Voltage,KTF2_VSDSpeed(%),KTF2_VSDSpeedHz,KTF2_Run_Status,KTF2_Fault_Status,KTF3_Current,KTF3_Power,KTF3_Temp,KTF3_Voltage,KTF3_VSDSpeed(%),KTF3_VSDSpeedHz,KTF3_Run_Status,KTF3_Fault_Status,Korumburra CWS TANK.Value(%),Lance Creek CWS Tank.Value (mm),FIT2025 to Korumburra.Value (l/s) from Lance Creek WTP,FIT3033 Flow at KBR.Value (l/s) at Korumburra
2022-08-01 16:00:00,0,0,15,0,0,0,0,0,295.3200073,181.3799896,53,385.8000183,93.14019775,46.57009888,1,0,0,0,16,0,0,0,0,0,80.29000092,4079.5,53.56999969,54.43000031
2022-08-01 16:10:00,0,0,15,0,0,0,0,0,293.6799927,180.2399902,53,385.8000183,93.14031982,46.57015991,1,0,0,0,16,0,0,0,0,0,80.43999481,4081.030029,54.09000015,53.86999893
2022-08-01 16:20:00,0,0,15,0,0,0,0,0,294.6099854,180.6399994,53,385.8000183,93.13968658,46.56984329,1,0,0,0,16,0,0,0,0,0,80.43999481,4084.079834,54.09000015,53.86999893
2022-08-01 16:30:00,0,0,15,0,0,0,0,0,294.1000061,180.2899933,53,385.8000183,93.14074707,46.57037354,1,0,0,0,16,0,0,0,0,0,80.43999481,4082.169922,54.09000015,53.86999893
2022-08-01 16:40:00,0,0,15,0,0,0,0,0,293.25,180.5,53,385.8000183,93.14172363,46.57086182,1,0,0,0,16,0,0,0,0,0,80.43999481,4077.209961,54.09000015,53.86999893
2022-08-01 16:50:00,0,0,15,0,0,0,0,0,293.8200073,179.9299927,53,385.8000183,93.13794708,46.56897354,1,0,0,0,17,0,0,0,0,0,80.43999481,4076.449951,54.09000015,53.86999893
2022-08-01 17:00:00,0,0,16,0,0,0,0,0,294.1799927,181.4099884,53,385.8000183,93.13782501,46.56891251,1,0,0,0,16,0,0,0,0,0,81.29000092,4075.679932,54.09000015,53.86999893
2022-08-01 17:10:00,0,0,16,0,0,0,0,0,294.4599915,180.519989,52,385.8000183,93.1352005,46.56760025,1,0,0,0,17,0,0,0,0,0,81.40000153,4076.069824,54.02000046,53.90999985
2022-08-01 17:20:00,0,0,16,0,0,0,0,0,293.6000061,180.9199982,52,385.8000183,93.13314056,46.56657028,1,0,0,0,17,0,0,0,0,0,81.40000153,4071.869873,54.02000046,53.90999985
2022-08-01 17:30:00,0,0,15,0,0,0,0,0,293.9599915,180.8499908,53,385.8000183,93.13285065,46.56642532,1,0,0,0,17,0,0,0,0,0,81.40000153,4076.449951,54.02000046,53.90999985
2022-08-01 17:40:00,0,0,16,0,0,0,0,0,294.6799927,180.3999939,53,385.8000183,93.13725281,46.5686264,1,0,0,0,17,0,0,0,0,0,81.40000153,4076.069824,54.02000046,53.90999985
2022-08-01 17:50:00,0,0,16,0,0,0,0,0,293.8200073,179.5999908,53,385.8000183,93.13591766,46.56795883,1,0,0,0,17,0,0,0,0,0,82.30999756,4073.399902,54.02000046,53.90999985
2022-08-01 18:00:00,0,0,16,0,0,0,0,0,294.6099854,180.1999969,53,385.8000183,93.1361084,46.5680542,1,0,0,0,17,0,0,0,0,0,82.30999756,4064.23999,54.02000046,53.90999985
2022-08-01 18:10:00,0,0,16,0,0,0,0,0,294.3200073,181.2799988,53,385.8000183,93.13275909,46.56637955,1,0,0,0,17,0,0,0,0,0,82.52999878,4047.069824,53.52000046,53.77000046
2022-08-01 18:20:00,0,0,16,0,0,0,0,0,294.0299988,180.1799927,53,385.8000183,93.1349411,46.56747055,1,0,0,0,17,0,0,0,0,0,82.52999878,4052.409912,53.52000046,53.77000046
2022-08-01 18:30:00,0,0,16,0,0,0,0,0,293.0299988,180.0299988,53,385.8000183,93.13475037,46.56737518,1,0,0,0,17,0,0,0,0,0,83.30999756,4053.559814,53.52000046,53.77000046
2022-08-01 18:40:00,0,0,16,0,0,0,0,0,292.8899841,179.6699982,53,385.8000183,93.13596344,46.56798172,1,0,0,0,17,0,0,0,0,0,83.30999756,4046.689941,53.52000046,53.77000046
2022-08-01 18:50:00,0,0,15,0,0,0,0,0,295.6099854,180.3999939,53,385.8000183,93.13522339,46.56761169,1,0,0,0,17,0,0,0,0,0,83.30999756,4048.219971,53.52000046,53.77000046
2022-08-01 19:00:00,0,0,16,0,0,0,0,0,294.4599915,181.0299988,53,385.8000183,93.1335907,46.56679535,1,0,0,0,17,0,0,0,0,0,83.30999756,4049.359863,53.52000046,53.77000046
2022-08-01 19:10:00,0,0,15,0,0,0,0,0,294.5299988,180,53,385.8000183,93.13674927,46.56837463,1,0,0,0,17,0,0,0,0,0,82.76999664,4048.97998,53.27000046,53.88999939
2022-08-01 19:20:00,0,0,16,0,0,0,0,0,293.3899841,179.9299927,53,385.8000183,93.13280487,46.56640244,1,0,0,0,17,0,0,0,0,0,82.29999542,4044.780029,53.27000046,53.88999939
2022-08-01 19:30:00,0,0,16,0,0,0,0,0,293.1699829,179.6100006,53,385.8000183,93.13555908,46.56777954,1,0,0,0,17,0,0,0,0,0,82.29999542,4045.929932,53.27000046,53.88999939
2022-08-01 19:40:00,0,0,16,0,0,0,0,0,293.8200073,180.3999939,53,385.8000183,93.13208771,46.56604385,1,0,0,0,17,0,0,0,0,0,82.29999542,4041.349854,53.27000046,53.88999939
2022-08-01 19:50:00,0,0,16,0,0,0,0,0,292.9599915,179.6799927,53,385.8000183,93.13491821,46.56745911,1,0,0,0,17,0,0,0,0,0,82.29999542,4042.109863,53.27000046,53.88999939
2022-08-01 20:00:00,0,0,16,0,0,0,0,0,294.1000061,179.8199921,53,385.8000183,93.13149261,46.56574631,1,0,0,0,17,0,0,0,0,0,82.29999542,4038.679932,53.27000046,53.88999939
